
Weather Data:
Gateway,Relative humidity,Radiation,Module temperature,Wind speed,Wind direction,Ambient temperature,PowerstationID,Time(GMT 1)
Weekly Report
Project Overview
Site Name:,XXX,Total Energy:,"3003.00kWh",Weekly electricity:,"10.00kWh"
System Size:,"3kWp",Time:,"Nov.19,2018/Nov.25,2018"

Summary
Inverter,"'110BCD0171231EF"
Inverter,Vpv1,Vpv2,Ipv1,Ipv2,Vac1,Vac2,Vac3,Iac1,Iac2,Iac3,Pac,Fac,Temperature(℃),Time(GMT +1),Today's Energy(kWh),Total Energy(kWh)
"'110B987CD123056","314.70","2.10","0.00","0.00","0.00","0.00","235.30","0.00","0.00","0.70","0.0","49.99","22.00","Nov.20 09:23,2018","0.00","2994.00"
"'110B987CD123056","314.80","2.10","0.00","0.00","0.00","0.00","235.60","0.00","0.00","0.70","0.0","49.98","22.30","Nov.20 09:28,2018","0.00","2994.00"
"'110B987CD123056","314.60","2.10","0.00","0.00","0.00","0.00","235.30","0.00","0.00","0.70","0.0","49.97","22.60","Nov.20 09:33,2018","0.00","2994.00"
"'110B987CD123056","314.70","2.20","0.00","0.00","0.00","0.00","239.90","0.00","0.00","0.70","0.0","49.99","22.80","Nov.20 09:38,2018","0.00","2994.00"
"'110B987CD123056","314.70","2.20","0.00","0.00","0.00","0.00","240.90","0.00","0.00","0.70","0.0","50.00","23.10","Nov.20 09:43,2018","0.00","2994.00"
"'110B987CD123056","314.70","2.20","0.00","0.00","0.00","0.00","241.60","0.00","0.00","0.70","0.0","50.01","23.30","Nov.20 09:48,2018","0.00","2994.00"
"'110B987CD123056","314.70","2.20","0.10","0.00","0.00","0.00","240.90","0.00","0.00","0.70","30.683249999999997","50.02","23.40","Nov.20 09:53,2018","0.00","2994.00"
"'110B987CD123056","314.70","2.20","0.10","0.00","0.00","0.00","240.90","0.00","0.00","0.70","30.683249999999997","49.99","23.50","Nov.20 09:58,2018","0.00","2994.00"
"'110B987CD123056","314.60","2.20","0.10","0.00","0.00","0.00","240.60","0.00","0.00","0.70","30.673500000000004","50.01","23.80","Nov.20 10:03,2018","0.00","2994.00"
"'110B987CD123056","314.70","2.30","0.10","0.00","0.00","0.00","240.20","0.00","0.00","0.70","30.683249999999997","49.98","23.90","Nov.20 10:08,2018","0.00","2994.00"
"'110B987CD123056","314.60","2.30","0.10","0.00","0.00","0.00","240.60","0.00","0.00","0.70","30.673500000000004","50.00","24.00","Nov.20 10:13,2018","0.00","2994.00"
"'110B987CD123056","314.90","2.30","0.10","0.00","0.00","0.00","239.30","0.00","0.00","0.70","30.702749999999998","49.98","24.10","Nov.20 10:18,2018","0.00","2994.00"
"'110B987CD123056","314.50","2.30","0.10","0.00","0.00","0.00","239.90","0.00","0.00","0.70","30.663750000000004","49.99","24.20","Nov.20 10:23,2018","0.00","2994.00"
"'110B987CD123056","209.10","2.30","0.10","0.00","0.00","0.00","240.20","0.00","0.00","0.70","20.387249999999998","50.01","24.10","Nov.20 10:28,2018","0.00","2994.00"
"'110B987CD123056","355.00","2.20","0.10","0.00","0.00","0.00","239.30","0.00","0.00","0.70","34.6125","49.97","24.30","Nov.20 10:33,2018","0.00","2994.00"
"'110B987CD123056","350.90","2.20","0.10","0.00","0.00","0.00","240.20","0.00","0.00","0.70","34.21274999999999","49.98","24.50","Nov.20 10:38,2018","0.00","2994.00"
"'110B987CD123056","363.10","2.20","0.10","0.00","0.00","0.00","237.30","0.00","0.00","0.70","35.40225","49.99","24.60","Nov.20 10:43,2018","0.00","2994.00"
"'110B987CD123056","358.90","2.20","0.10","0.00","0.00","0.00","238.90","0.00","0.00","0.70","34.99275","49.99","24.80","Nov.20 10:48,2018","0.00","2994.00"
"'110B987CD123056","351.00","2.20","0.10","0.00","0.00","0.00","238.90","0.00","0.00","0.70","34.222500000000004","49.98","25.00","Nov.20 10:53,2018","0.00","2994.00"
"'110B987CD123056","359.10","2.20","0.10","0.00","0.00","0.00","238.60","0.00","0.00","0.70","35.01225","49.98","24.90","Nov.20 10:58,2018","0.00","2994.00"
"'110B987CD123056","349.20","2.30","0.20","0.00","0.00","0.00","240.60","0.00","0.00","0.70","68.09400000000001","49.98","25.00","Nov.20 11:03,2018","0.00","2994.00"
"'110B987CD123056","354.90","2.20","0.10","0.00","0.00","0.00","238.30","0.00","0.00","0.70","34.60275","49.97","25.10","Nov.20 11:08,2018","0.00","2994.00"
"'110B987CD123056","351.20","2.40","0.20","0.00","0.00","0.00","240.60","0.00","0.00","0.80","68.484","50.01","25.10","Nov.20 11:13,2018","0.00","2994.00"
"'110B987CD123056","350.90","2.20","0.10","0.00","0.00","0.00","240.90","0.00","0.00","0.70","34.21274999999999","49.99","25.10","Nov.20 11:18,2018","0.00","2994.00"
"'110B987CD123056","351.10","2.30","0.20","0.00","0.00","0.00","240.20","0.00","0.00","0.70","68.46450000000002","50.00","25.20","Nov.20 11:23,2018","0.00","2994.00"
"'110B987CD123056","365.00","2.30","0.30","0.00","0.00","0.00","240.20","0.00","0.00","0.70","106.7625","49.97","25.20","Nov.20 11:28,2018","0.10","2994.00"
"'110B987CD123056","365.20","2.40","0.40","0.00","0.00","0.00","240.90","0.00","0.00","0.90","142.428","49.98","25.30","Nov.20 11:34,2018","0.10","2994.00"
"'110B987CD123056","361.00","2.40","0.40","0.00","0.00","0.00","238.60","0.00","0.00","0.80","140.79","49.99","25.40","Nov.20 11:39,2018","0.10","2994.00"
"'110B987CD123056","356.80","2.40","0.20","0.00","0.00","0.00","241.20","0.00","0.00","0.80","69.576","49.99","25.40","Nov.20 11:44,2018","0.10","2994.00"
"'110B987CD123056","360.80","2.40","0.40","0.00","0.00","0.00","240.20","0.00","0.00","0.80","140.71200000000002","49.99","25.50","Nov.20 11:49,2018","0.10","2994.00"
"'110B987CD123056","371.00","2.50","0.60","0.00","0.00","0.00","239.30","0.00","0.00","1.00","217.035","50.01","25.60","Nov.20 11:54,2018","0.10","2994.00"
"'110B987CD123056","371.10","2.50","0.50","0.00","0.00","0.00","240.20","0.00","0.00","0.90","180.91125","50.02","25.80","Nov.20 11:59,2018","0.10","2994.00"
"'110B987CD123056","362.80","2.40","0.50","0.00","0.00","0.00","240.90","0.00","0.00","0.90","176.865","49.98","25.80","Nov.20 12:04,2018","0.10","2994.00"
"'110B987CD123056","367.10","2.50","0.50","0.00","0.00","0.00","242.90","0.00","0.00","0.90","178.96125","49.98","25.80","Nov.20 12:09,2018","0.20","2994.00"
"'110B987CD123056","375.10","2.50","0.60","0.00","0.00","0.00","243.20","0.00","0.00","0.90","219.4335","50.01","26.00","Nov.20 12:14,2018","0.20","2994.00"
"'110B987CD123056","363.00","2.40","0.30","0.00","0.00","0.00","242.20","0.00","0.00","0.80","106.1775","50.02","26.20","Nov.20 12:24,2018","0.20","2994.00"
"'110B987CD123056","366.90","2.50","0.60","0.00","0.00","0.00","243.60","0.00","0.00","0.90","214.63649999999998","50.02","26.20","Nov.20 12:29,2018","0.20","2994.00"
"'110B987CD123056","379.10","2.50","0.90","0.00","0.00","0.00","242.60","0.00","0.00","1.40","332.66025","49.98","26.30","Nov.20 12:34,2018","0.20","2994.00"
"'110B987CD123056","375.00","2.50","0.80","0.00","0.00","0.00","241.90","0.00","0.00","1.30","292.5","49.98","26.60","Nov.20 12:39,2018","0.30","2994.00"
"'110B987CD123056","375.10","2.50","0.70","0.00","0.00","0.00","242.20","0.00","0.00","1.10","256.00575","50.01","26.60","Nov.20 12:44,2018","0.30","2994.00"
"'110B987CD123056","370.80","2.50","0.60","0.00","0.00","0.00","242.60","0.00","0.00","1.00","216.91799999999998","50.01","26.60","Nov.20 12:49,2018","0.30","2994.00"
"'110B987CD123056","375.00","2.60","0.90","0.00","0.00","0.00","242.60","0.00","0.00","1.30","329.0625","49.99","26.70","Nov.20 12:54,2018","0.30","2994.00"
"'110B987CD123056","374.90","2.50","1.00","0.00","0.00","0.00","242.90","0.00","0.00","1.40","365.5275","50.02","27.00","Nov.20 12:59,2018","0.40","2994.00"
"'110B987CD123056","377.00","2.50","0.80","0.00","0.00","0.00","241.90","0.00","0.00","1.20","294.06","49.99","27.00","Nov.20 13:04,2018","0.40","2994.00"
"'110B987CD123056","375.20","2.50","0.80","0.00","0.00","0.00","240.90","0.00","0.00","1.20","292.656","49.98","27.00","Nov.20 13:09,2018","0.40","2994.00"
"'110B987CD123056","379.10","2.50","1.00","0.00","0.00","0.00","241.20","0.00","0.00","1.40","369.6225","50.01","27.20","Nov.20 13:14,2018","0.50","2995.00"
"'110B987CD123056","374.90","2.50","0.80","0.00","0.00","0.00","241.60","0.00","0.00","1.20","292.422","50.02","27.20","Nov.20 13:19,2018","0.50","2995.00"
"'110B987CD123056","377.10","2.50","0.80","0.00","0.00","0.00","241.60","0.00","0.00","1.20","294.138","49.99","27.20","Nov.20 13:24,2018","0.50","2995.00"
"'110B987CD123056","374.90","2.50","1.00","0.00","0.00","0.00","243.60","0.00","0.00","1.50","365.5275","50.00","27.20","Nov.20 13:29,2018","0.50","2995.00"
"'110B987CD123056","374.80","2.50","1.00","0.00","0.00","0.00","243.90","0.00","0.00","1.40","365.43","49.99","27.30","Nov.20 13:34,2018","0.60","2995.00"
"'110B987CD123056","372.90","2.50","0.70","0.00","0.00","0.00","241.90","0.00","0.00","1.10","254.50424999999996","49.99","27.30","Nov.20 13:39,2018","0.60","2995.00"
"'110B987CD123056","365.10","2.50","0.60","0.00","0.00","0.00","240.60","0.00","0.00","1.00","213.5835","50.01","27.20","Nov.20 13:44,2018","0.60","2995.00"
"'110B987CD123056","368.90","2.50","0.50","0.00","0.00","0.00","238.90","0.00","0.00","0.80","179.83874999999998","50.01","27.00","Nov.20 13:49,2018","0.60","2995.00"
"'110B987CD123056","358.70","2.40","0.40","0.00","0.00","0.00","240.20","0.00","0.00","0.90","139.893","50.02","26.60","Nov.20 13:59,2018","0.70","2995.00"
"'110B987CD123056","363.10","2.50","0.50","0.00","0.00","0.00","237.60","0.00","0.00","0.80","177.01125000000002","49.99","26.60","Nov.20 14:04,2018","0.70","2995.00"
"'110B987CD123056","369.10","2.50","0.50","0.00","0.00","0.00","240.90","0.00","0.00","0.90","179.93625","49.99","26.50","Nov.20 14:10,2018","0.70","2995.00"
"'110B987CD123056","365.10","2.40","0.50","0.00","0.00","0.00","239.30","0.00","0.00","0.80","177.98625","50.00","26.50","Nov.20 14:15,2018","0.70","2995.00"
"'110B987CD123056","367.00","2.50","0.50","0.00","0.00","0.00","240.20","0.00","0.00","0.90","178.9125","50.01","26.40","Nov.20 14:20,2018","0.70","2995.00"
"'110B987CD123056","370.80","2.50","0.60","0.00","0.00","0.00","239.90","0.00","0.00","1.00","216.91799999999998","49.98","26.50","Nov.20 14:25,2018","0.70","2995.00"
"'110B987CD123056","375.10","2.50","0.60","0.00","0.00","0.00","236.90","0.00","0.00","1.00","219.4335","50.01","26.50","Nov.20 14:30,2018","0.70","2995.00"
"'110B987CD123056","363.00","2.40","0.50","0.00","0.00","0.00","237.60","0.00","0.00","0.90","176.9625","49.98","26.60","Nov.20 14:35,2018","0.80","2995.00"
"'110B987CD123056","355.20","2.40","0.30","0.00","0.00","0.00","237.60","0.00","0.00","0.70","103.89599999999999","49.99","26.40","Nov.20 14:40,2018","0.80","2995.00"
"'110B987CD123056","370.80","2.50","0.70","0.00","0.00","0.00","238.30","0.00","0.00","1.00","253.071","49.99","26.40","Nov.20 14:45,2018","0.80","2995.00"
"'110B987CD123056","373.20","2.50","0.60","0.00","0.00","0.00","240.20","0.00","0.00","1.00","218.32199999999997","49.98","26.50","Nov.20 14:50,2018","0.80","2995.00"
"'110B987CD123056","369.10","2.40","0.60","0.00","0.00","0.00","239.90","0.00","0.00","0.90","215.9235","49.99","26.60","Nov.20 14:55,2018","0.80","2995.00"
"'110B987CD123056","362.90","2.40","0.50","0.00","0.00","0.00","239.90","0.00","0.00","0.80","176.91375","50.01","26.50","Nov.20 15:00,2018","0.80","2995.00"
"'110B987CD123056","359.10","2.40","0.30","0.00","0.00","0.00","239.30","0.00","0.00","0.80","105.03675","50.00","26.40","Nov.20 15:05,2018","0.80","2995.00"
"'110B987CD123056","353.30","2.40","0.20","0.00","0.00","0.00","238.90","0.00","0.00","0.70","68.8935","50.01","26.20","Nov.20 15:10,2018","0.90","2995.00"
"'110B987CD123056","355.20","2.40","0.20","0.00","0.00","0.00","238.30","0.00","0.00","0.80","69.26400000000001","49.99","26.10","Nov.20 15:15,2018","0.90","2995.00"
"'110B987CD123056","355.00","2.40","0.20","0.00","0.00","0.00","238.30","0.00","0.00","0.70","69.225","49.99","26.10","Nov.20 15:20,2018","0.90","2995.00"
"'110B987CD123056","351.00","2.30","0.20","0.00","0.00","0.00","238.30","0.00","0.00","0.70","68.44500000000001","49.98","25.90","Nov.20 15:25,2018","0.90","2995.00"
"'110B987CD123056","75.00","2.20","0.00","0.00","0.00","0.00","238.90","0.00","0.00","0.80","0.0","49.97","25.60","Nov.20 15:35,2018","0.90","2995.00"
"'110B987CD123056","322.00","2.20","0.00","0.00","0.00","0.00","238.90","0.00","0.00","0.80","0.0","49.96","25.60","Nov.20 15:40,2018","0.90","2995.00"
"'110B987CD123056","322.00","2.30","0.00","0.00","0.00","0.00","237.90","0.00","0.00","0.70","0.0","49.98","25.60","Nov.20 15:45,2018","0.90","2995.00"
"'110B987CD123056","322.00","2.20","0.00","0.00","0.00","0.00","237.60","0.00","0.00","0.70","0.0","49.98","25.60","Nov.20 15:50,2018","0.90","2995.00"
"'110B987CD123056","322.00","2.20","0.00","0.00","0.00","0.00","238.90","0.00","0.00","0.70","0.0","50.00","25.60","Nov.20 15:55,2018","0.90","2995.00"
"'110B987CD123056","322.00","2.20","0.00","0.00","0.00","0.00","238.90","0.00","0.00","0.70","0.0","50.01","25.40","Nov.20 16:00,2018","0.90","2995.00"
"'110B987CD123056","322.00","2.20","0.00","0.00","0.00","0.00","239.60","0.00","0.00","0.70","0.0","50.01","25.40","Nov.20 16:05,2018","0.90","2995.00"
"'110B987CD123056","322.00","2.20","0.00","0.00","0.00","0.00","238.60","0.00","0.00","0.80","0.0","49.99","25.40","Nov.20 16:10,2018","0.90","2995.00"
"'110B987CD123056","322.00","2.20","0.00","0.00","0.00","0.00","239.90","0.00","0.00","0.80","0.0","49.99","25.40","Nov.20 16:15,2018","0.90","2995.00"
"'110B987CD123056","322.00","2.20","0.00","0.00","0.00","0.00","240.20","0.00","0.00","0.70","0.0","49.99","25.40","Nov.20 16:20,2018","0.90","2995.00"
"'110B987CD123056","322.50","2.20","0.00","0.00","0.00","0.00","237.60","0.00","0.00","0.80","0.0","49.98","25.40","Nov.20 16:25,2018","0.90","2995.00"
"'110B987CD123056","322.40","2.20","0.00","0.00","0.00","0.00","239.30","0.00","0.00","0.80","0.0","50.00","25.20","Nov.20 16:32,2018","0.90","2995.00"
"'110B987CD123056","322.10","2.10","0.00","0.00","0.00","0.00","236.90","0.00","0.00","0.80","0.0","49.96","25.20","Nov.20 16:40,2018","0.90","2995.00"
"'110B987CD123056","322.00","2.10","0.00","0.00","0.00","0.00","235.30","0.00","0.00","0.80","0.0","49.96","25.10","Nov.20 16:48,2018","0.90","2995.00"
"'110B987CD123056","317.80","2.00","0.00","0.00","0.00","0.00","236.30","0.00","0.00","0.70","0.0","49.97","25.20","Nov.20 16:56,2018","0.90","2995.00"
"'110B987CD123056","272.40","2.00","0.00","0.00","0.00","0.00","235.90","0.00","0.00","0.80","0.0","50.03","25.00","Nov.20 17:04,2018","0.90","2995.00"
"'110B987CD123056","184.10","1.90","0.00","0.00","0.00","0.00","233.60","0.00","0.00","0.80","0.0","49.97","25.10","Nov.20 17:13,2018","0.90","2995.00"
"'110B987CD123056","75.30","1.80","0.00","0.00","0.00","0.00","231.30","0.00","0.00","0.70","0.0","49.99","25.00","Nov.20 17:21,2018","0.90","2995.00"
"'110B987CD123056","225.80","1.50","0.10","0.00","0.00","0.00","240.90","0.00","0.00","0.00","0.00","50.03","19.00","Nov.21 08:07,2018","0.0","2995.00"
"'110B987CD123056","323.00","1.60","0.10","0.00","0.00","0.00","240.20","0.00","0.00","0.00","0.00","50.02","19.00","Nov.21 08:08,2018","0.90","2995.00"
"'110B987CD123056","353.20","1.60","0.10","0.00","0.00","0.00","240.20","0.00","0.00","0.00","0.00","50.00","19.20","Nov.21 08:10,2018","0.90","2995.00"
"'110B987CD123056","366.40","1.70","0.10","0.00","0.00","0.00","238.90","0.00","0.00","0.00","0.00","50.01","19.20","Nov.21 08:12,2018","0.90","2995.00"
"'110B987CD123056","374.20","1.80","0.10","0.00","0.00","0.00","239.30","0.00","0.00","0.00","0.00","49.98","19.40","Nov.21 08:13,2018","0.90","2995.00"
"'110B987CD123056","380.50","1.70","0.10","0.00","0.00","0.00","239.30","0.00","0.00","0.00","0.00","49.98","19.60","Nov.21 08:15,2018","0.90","2995.00"
"'110B987CD123056","386.10","1.80","0.10","0.00","0.00","0.00","239.60","0.00","0.00","0.00","0.00","49.98","19.60","Nov.21 08:17,2018","0.90","2995.00"
"'110B987CD123056","75.00","2.00","0.00","0.00","0.00","0.00","237.90","0.00","0.00","0.80","0.0","49.98","20.20","Nov.21 08:22,2018","0.90","2995.00"
"'110B987CD123056","327.20","2.10","0.00","0.00","0.00","0.00","238.30","0.00","0.00","0.70","0.0","49.99","20.80","Nov.21 08:27,2018","0.90","2995.00"
"'110B987CD123056","327.20","2.10","0.00","0.00","0.00","0.00","238.90","0.00","0.00","0.70","0.0","49.98","21.40","Nov.21 08:32,2018","0.90","2995.00"
"'110B987CD123056","327.10","2.10","0.00","0.00","0.00","0.00","238.30","0.00","0.00","0.70","0.0","49.97","21.80","Nov.21 08:37,2018","0.900000000000091","2995.00"
"'110B987CD123056","327.10","2.20","0.10","0.00","0.00","0.00","238.90","0.00","0.00","0.70","31.89225","50.00","22.20","Nov.21 08:42,2018","0.900000000000091","2995.00"
"'110B987CD123056","327.50","2.20","0.10","0.00","0.00","0.00","235.60","0.00","0.00","0.70","31.93125","49.97","22.70","Nov.21 08:47,2018","0.900000000000091","2995.00"
"'110B987CD123056","327.20","2.20","0.20","0.00","0.00","0.00","237.60","0.00","0.00","0.70","63.803999999999995","50.00","23.10","Nov.21 08:52,2018","0.900000000000091","2995.00"
"'110B987CD123056","239.00","2.40","0.20","0.00","0.00","0.00","236.60","0.00","0.00","0.60","46.605000000000004","49.99","23.40","Nov.21 08:57,2018","0.900000000000091","2995.00"
"'110B987CD123056","381.10","2.30","0.30","0.00","0.00","0.00","234.60","0.00","0.00","0.80","111.47175","49.98","23.70","Nov.21 09:02,2018","0.900000000000091","2995.00"
"'110B987CD123056","425.10","2.50","0.50","0.00","0.00","0.00","237.30","0.00","0.00","1.00","207.23625","49.98","24.60","Nov.21 09:12,2018","0.900000000000091","2995.00"
"'110B987CD123056","427.00","2.50","0.60","0.00","0.00","0.00","238.30","0.00","0.00","1.00","249.795","49.97","25.20","Nov.21 09:17,2018","0.900000000000091","2995.00"
"'110B987CD123056","433.00","2.50","0.60","0.00","0.00","0.00","236.30","0.00","0.00","1.00","253.305","49.98","25.70","Nov.21 09:22,2018","0.900000000000091","2995.00"
"'110B987CD123056","436.90","2.60","0.70","0.00","0.00","0.00","237.90","0.00","0.00","1.20","298.18424999999996","50.00","26.20","Nov.21 09:27,2018","0.900000000000091","2995.00"
"'110B987CD123056","399.00","2.60","1.10","0.00","0.00","0.00","238.60","0.00","0.00","1.60","427.9275","50.00","26.60","Nov.21 09:32,2018","0.900000000000091","2995.00"
"'110B987CD123056","369.10","2.70","1.90","0.00","0.00","0.00","238.60","0.00","0.00","2.70","683.75775","50.00","27.50","Nov.21 09:37,2018","0.900000000000091","2995.00"
"'110B987CD123056","392.80","2.70","2.00","0.00","0.00","0.00","238.60","0.00","0.00","2.90","765.96","50.02","28.40","Nov.21 09:42,2018","0.900000000000091","2995.00"
"'110B987CD123056","381.00","2.60","1.00","0.00","0.00","0.00","236.60","0.00","0.00","1.40","371.47499999999997","50.01","28.60","Nov.21 09:47,2018","0.900000000000091","2995.00"
"'110B987CD123056","385.20","2.60","1.20","0.00","0.00","0.00","238.60","0.00","0.00","1.70","450.68399999999997","50.02","28.70","Nov.21 09:52,2018","0.900000000000091","2995.00"
"'110B987CD123056","388.90","2.60","1.10","0.00","0.00","0.00","238.60","0.00","0.00","1.60","417.09525","50.02","29.10","Nov.21 09:57,2018","0.900000000000091","2995.00"
"'110B987CD123056","388.90","2.70","1.40","0.00","0.00","0.00","239.90","0.00","0.00","2.00","530.8485","49.96","29.10","Nov.21 10:02,2018","0.900000000000091","2995.00"
"'110B987CD123056","383.00","2.60","1.00","0.00","0.00","0.00","240.20","0.00","0.00","1.40","373.425","49.99","29.40","Nov.21 10:07,2018","0.900000000000091","2995.00"
"'110B987CD123056","381.10","2.60","0.90","0.00","0.00","0.00","241.60","0.00","0.00","1.30","334.41525","50.01","29.30","Nov.21 10:12,2018","0.900000000000091","2995.00"
"'110B987CD123056","386.90","2.60","1.40","0.00","0.00","0.00","241.20","0.00","0.00","2.00","528.1184999999999","49.98","29.50","Nov.21 10:17,2018","0.900000000000091","2995.00"
"'110B987CD123056","395.20","2.90","3.00","0.00","0.00","0.00","243.60","0.00","0.00","4.40","1155.9599999999998","49.98","30.40","Nov.21 10:22,2018","1.900000000000091","2996.00"
"'110B987CD123056","390.90","2.80","2.60","0.00","0.00","0.00","242.60","0.00","0.00","3.80","990.9315","50.01","31.30","Nov.21 10:27,2018","1.900000000000091","2996.00"
"'110B987CD123056","385.10","2.90","2.70","0.00","0.00","0.00","242.90","0.00","0.00","4.00","1013.7757500000001","49.97","31.70","Nov.21 10:32,2018","1.900000000000091","2996.00"
"'110B987CD123056","389.00","2.90","2.60","0.00","0.00","0.00","240.90","0.00","0.00","3.90","986.1150000000001","49.99","32.10","Nov.21 10:37,2018","1.900000000000091","2996.00"
"'110B987CD123056","384.80","2.90","2.70","0.00","0.00","0.00","243.20","0.00","0.00","4.00","1012.986","50.02","32.40","Nov.21 10:42,2018","1.900000000000091","2996.00"
"'110B987CD123056","381.10","2.90","2.70","0.00","0.00","0.00","243.90","0.00","0.00","3.90","1003.24575","50.00","32.70","Nov.21 10:47,2018","1.900000000000091","2996.00"
"'110B987CD123056","385.20","2.90","2.60","0.00","0.00","0.00","243.60","0.00","0.00","3.80","976.482","50.01","32.90","Nov.21 10:52,2018","1.900000000000091","2996.00"
"'110B987CD123056","385.00","2.90","2.70","0.00","0.00","0.00","242.20","0.00","0.00","3.90","1013.5124999999999","50.02","33.10","Nov.21 10:57,2018","1.900000000000091","2996.00"
"'110B987CD123056","382.90","2.90","2.60","0.00","0.00","0.00","242.90","0.00","0.00","3.80","970.6514999999999","49.99","33.30","Nov.21 11:03,2018","1.900000000000091","2996.00"
"'110B987CD123056","384.80","2.90","2.90","0.00","0.00","0.00","242.90","0.00","0.00","4.20","1088.022","49.99","33.50","Nov.21 11:08,2018","1.900000000000091","2996.00"
"'110B987CD123056","378.80","3.00","2.90","0.00","0.00","0.00","241.90","0.00","0.00","4.20","1071.057","50.00","33.70","Nov.21 11:13,2018","1.900000000000091","2996.00"
"'110B987CD123056","376.90","2.90","2.70","0.00","0.00","0.00","242.90","0.00","0.00","3.90","992.18925","50.01","33.80","Nov.21 11:18,2018","1.900000000000091","2996.00"
"'110B987CD123056","379.10","2.90","2.60","0.00","0.00","0.00","243.60","0.00","0.00","3.70","961.0185","50.02","33.80","Nov.21 11:23,2018","2.900000000000091","2997.00"
"'110B987CD123056","380.80","3.00","2.70","0.00","0.00","0.00","244.20","0.00","0.00","3.90","1002.456","49.99","33.90","Nov.21 11:28,2018","2.900000000000091","2997.00"
"'110B987CD123056","378.70","3.00","2.80","0.00","0.00","0.00","245.20","0.00","0.00","4.00","1033.8509999999999","50.01","34.00","Nov.21 11:33,2018","2.900000000000091","2997.00"
"'110B987CD123056","375.20","2.90","2.20","0.00","0.00","0.00","243.90","0.00","0.00","3.10","804.8040000000001","50.03","33.60","Nov.21 11:38,2018","2.900000000000091","2997.00"
"'110B987CD123056","375.00","2.90","1.90","0.00","0.00","0.00","244.60","0.00","0.00","2.60","694.6875","50.00","33.70","Nov.21 11:44,2018","2.900000000000091","2997.00"
"'110B987CD123056","370.90","2.80","1.20","0.00","0.00","0.00","241.20","0.00","0.00","1.80","433.953","50.01","32.90","Nov.21 11:50,2018","2.900000000000091","2997.00"
"'110B987CD123056","382.90","2.90","2.60","0.00","0.00","0.00","244.60","0.00","0.00","3.70","970.6514999999999","50.00","33.50","Nov.21 11:58,2018","2.900000000000091","2997.00"
"'110B987CD123056","378.90","3.00","3.10","0.00","0.00","0.00","243.20","0.00","0.00","4.40","1145.22525","49.98","34.00","Nov.21 12:06,2018","2.900000000000091","2997.00"
"'110B987CD123056","378.80","3.00","2.80","0.00","0.00","0.00","241.90","0.00","0.00","4.10","1034.1239999999998","50.02","34.30","Nov.21 12:14,2018","2.900000000000091","2997.00"
"'110B987CD123056","375.20","3.00","2.80","0.00","0.00","0.00","240.20","0.00","0.00","4.00","1024.2959999999998","50.02","34.50","Nov.21 12:23,2018","2.900000000000091","2997.00"
"'110B987CD123056","375.20","3.00","3.10","0.00","0.00","0.00","240.20","0.00","0.00","4.50","1134.042","49.98","34.70","Nov.21 12:31,2018","3.900000000000091","2998.00"
"'110B987CD123056","372.90","2.90","1.80","0.00","0.00","0.00","239.60","0.00","0.00","2.50","654.4395000000001","49.98","34.20","Nov.21 12:39,2018","3.900000000000091","2998.00"
"'110B987CD123056","379.30","3.00","2.50","0.00","0.00","0.00","239.60","0.00","0.00","3.50","924.5437499999999","50.00","33.80","Nov.21 12:47,2018","3.900000000000091","2998.00"
"'110B987CD123056","375.10","2.90","2.20","0.00","0.00","0.00","237.90","0.00","0.00","3.10","804.5895000000002","50.00","33.90","Nov.21 12:55,2018","3.900000000000091","2998.00"
"'110B987CD123056","372.70","2.90","2.20","0.00","0.00","0.00","240.90","0.00","0.00","3.20","799.4415","49.98","33.80","Nov.21 13:04,2018","3.900000000000091","2998.00"
"'110B987CD123056","363.20","2.80","0.90","0.00","0.00","0.00","240.60","0.00","0.00","1.30","318.70799999999997","50.01","33.70","Nov.21 13:12,2018","3.900000000000091","2998.00"
"'110B987CD123056","369.40","2.90","1.50","0.00","0.00","0.00","242.60","0.00","0.00","2.10","540.2475","50.01","33.00","Nov.21 13:20,2018","3.900000000000091","2998.00"
"'110B987CD123056","377.40","2.90","1.80","0.00","0.00","0.00","244.20","0.00","0.00","2.60","662.3369999999999","50.01","32.90","Nov.21 13:28,2018","3.900000000000091","2998.00"
"'110B987CD123056","380.90","2.80","1.10","0.00","0.00","0.00","241.90","0.00","0.00","1.50","408.51525","50.00","33.00","Nov.21 13:36,2018","3.900000000000091","2998.00"
"'110B987CD123056","371.00","2.80","1.40","0.00","0.00","0.00","240.60","0.00","0.00","2.00","506.41499999999996","49.99","32.80","Nov.21 13:45,2018","3.900000000000091","2998.00"
"'110B987CD123056","368.90","2.80","0.90","0.00","0.00","0.00","241.90","0.00","0.00","1.30","323.70975","50.01","32.50","Nov.21 13:53,2018","4.900000000000091","2999.00"
"'110B987CD123056","355.10","2.50","0.40","0.00","0.00","0.00","241.60","0.00","0.00","0.80","138.489","49.97","31.70","Nov.21 14:01,2018","4.900000000000091","2999.00"
"'110B987CD123056","357.20","2.50","0.30","0.00","0.00","0.00","241.20","0.00","0.00","0.80","104.481","49.98","31.10","Nov.21 14:09,2018","4.900000000000091","2999.00"
"'110B987CD123056","365.20","2.70","0.60","0.00","0.00","0.00","240.60","0.00","0.00","1.00","213.64199999999997","49.98","30.90","Nov.21 14:17,2018","4.900000000000091","2999.00"
